ID,Month,Day,Open,High,Low,Close,Avg
41,0.25,0.06451612903225806,7281.85,7308.0,7234.95,7299.65,7281.112499999999
42,0.25,0.0967741935483871,7309.5,7352.6,7288.05,7345.55,7323.925
43,0.25,0.12903225806451613,7426.8,7428.1,7260.6,7279.8,7348.825
44,0.25,0.16129032258064516,7287.8,7314.8,7238.5,7303.35,7286.112499999999
45,0.25,0.2903225806451613,7267.15,7267.15,7162.3,7171.5,7217.025
46,0.25,0.3225806451612903,7184.4,7199.0,7116.75,7141.7,7160.462500000001
47,0.25,0.3548387096774194,7156.15,7166.2,7115.8,7126.6,7141.1875
48,0.25,0.3870967741935484,7158.85,7209.8,7158.85,7202.6,7182.525
49,0.25,0.41935483870967744,7253.75,7253.75,7089.2,7099.9,7174.15
50,0.25,0.5161290322580645,7111.05,7111.3,7064.55,7078.95,7091.462500000001
51,0.25,0.5483870967741935,7122.1,7166.4,7087.25,7154.05,7132.45
52,0.25,0.5806451612903226,7172.65,7175.1,7120.65,7137.05,7151.3625
53,0.25,0.6129032258064516,7189.55,7217.7,7086.25,7096.75,7147.5625
54,0.25,0.6451612903225806,7096.2,7096.2,7016.05,7028.2,7059.1625
55,0.25,0.7419354838709677,7045.8,7053.1,6990.15,6997.6,7021.6625
56,0.25,0.7741935483870968,6991.7,7040.15,6980.3,6984.75,6999.224999999999
57,0.25,0.8064516129032258,7005.25,7006.3,6963.7,6972.45,6986.925
58,0.25,0.8387096774193549,6934.2,6945.65,6836.15,6846.25,6890.5625
59,0.25,0.8709677419354839,6889.1,6894.75,6778.45,6846.6,6852.225
60,0.25,0.967741935483871,6889.35,6976.75,6889.2,6969.95,6931.3125
61,0.25,1.0,7001.7,7020.8,6952.35,6978.15,6988.25
62,0.3333333333333333,0.03225806451612903,6975.8,7068.85,6964.65,7060.2,7017.375000000001
63,0.3333333333333333,0.1935483870967742,7087.05,7131.55,7059.65,7126.75,7101.25
64,0.3333333333333333,0.22580645161290322,7148.85,7158.1,7083.65,7144.4,7133.75
65,0.3333333333333333,0.25806451612903225,7176.7,7205.75,7168.4,7193.6,7186.112499999999
66,0.3333333333333333,0.2903225806451613,7229.9,7237.35,7171.1,7234.0,7218.0875
67,0.3333333333333333,0.3225806451612903,7236.0,7251.45,7217.45,7246.05,7237.7375
68,0.3333333333333333,0.41935483870967744,7266.15,7292.0,7245.6,7286.2,7272.4875
69,0.3333333333333333,0.4838709677419355,7299.55,7299.55,7205.45,7224.2,7257.1875
70,0.3333333333333333,0.5161290322580645,7233.85,7233.85,7134.5,7183.35,7196.387500000001
71,0.3333333333333333,0.5483870967741935,7180.4,7180.4,7087.1,7093.85,7135.4375
72,0.3333333333333333,0.6451612903225806,7104.65,7104.65,6933.0,6958.0,7025.075
73,0.3333333333333333,0.6774193548387096,6943.5,6977.1,6890.1,6908.0,6929.675
74,0.3333333333333333,0.7096774193548387,6928.3,6948.5,6836.65,6938.0,6912.862499999999
75,0.3333333333333333,0.7419354838709677,6978.35,7002.55,6899.5,6922.4,6950.700000000001
76,0.3333333333333333,0.7741935483870968,6931.55,6931.55,6804.2,6826.55,6873.4625
77,0.3333333333333333,0.8709677419354839,6846.7,6846.7,6715.9,6723.9,6783.299999999999
78,0.3333333333333333,0.9032258064516129,6720.65,6808.0,6698.45,6794.65,6755.4375
79,0.3333333333333333,0.9354838709677419,6793.7,6823.1,6757.9,6781.7,6789.099999999999
80,0.3333333333333333,0.967741935483871,6771.05,6771.05,6714.95,6749.65,6751.674999999999
81,0.4166666666666667,0.12903225806451613,6790.8,6883.2,6788.55,6873.4,6833.987499999999
82,0.4166666666666667,0.16129032258064516,6880.65,6900.45,6847.4,6878.5,6876.75
83,0.4166666666666667,0.1935483870967742,6869.95,6871.9,6671.35,6680.9,6773.525
84,0.4166666666666667,0.22580645161290322,6667.5,6688.75,6572.7,6616.85,6636.450000000001
85,0.4166666666666667,0.25806451612903225,6676.15,6752.65,6676.15,6728.9,6708.4625
86,0.4166666666666667,0.3548387096774194,6771.35,6843.3,6765.05,6839.0,6804.675
87,0.4166666666666667,0.3870967741935484,6842.6,6842.6,6683.15,6689.4,6764.4375
88,0.4166666666666667,0.41935483870967744,6733.3,6793.2,6677.95,6780.4,6746.2125
89,0.4166666666666667,0.45161290322580644,6778.5,6804.15,6720.0,6796.75,6774.85
90,0.4166666666666667,0.4838709677419355,6813.1,6842.15,6798.75,6827.05,6820.2625
91,0.4166666666666667,0.5806451612903226,6845.85,6916.1,6839.3,6910.85,6878.025
92,0.4166666666666667,0.6129032258064516,6901.7,6955.05,6886.9,6909.7,6913.337500000001
93,0.4166666666666667,0.6451612903225806,6933.8,6966.25,6933.6,6944.4,6944.512500000001
94,0.4166666666666667,0.6774193548387096,6956.2,6958.15,6909.75,6938.75,6940.7125
95,0.4166666666666667,0.7096774193548387,6951.35,6988.3,6941.4,6964.45,6961.375000000001
96,0.4166666666666667,0.8064516129032258,6953.25,6956.8,6907.1,6911.15,6932.075000000001
97,0.4166666666666667,0.8387096774193549,6919.5,6921.3,6876.2,6890.6,6901.9
98,0.4166666666666667,0.8709677419354839,6858.55,6890.55,6842.8,6885.1,6869.25
99,0.4166666666666667,0.9032258064516129,6895.35,6904.9,6828.1,6867.75,6874.025
100,0.4166666666666667,0.9354838709677419,6878.5,6963.95,6864.85,6959.85,6916.7875
101,0.5,0.03225806451612903,6947.7,6980.65,6947.7,6957.45,6958.375
102,0.5,0.06451612903225806,6966.5,6966.5,6793.0,6799.45,6881.3625
103,0.5,0.0967741935483871,6798.4,6798.4,6645.85,6703.45,6736.525000000001
104,0.5,0.12903225806451613,6719.55,6720.9,6646.3,6704.75,6697.875
105,0.5,0.16129032258064516,6693.25,6754.4,6683.2,6700.7,6707.8875
106,0.5,0.25806451612903225,6710.25,6710.25,6622.35,6631.3,6668.537499999999
107,0.5,0.2903225806451613,6617.8,6640.7,6597.35,6612.9,6617.1875
108,0.5,0.3225806451612903,6617.75,6710.7,6617.75,6691.25,6659.3625
109,0.5,0.3548387096774194,6721.85,6724.35,6564.45,6568.5,6644.7875
110,0.5,0.3870967741935484,6562.05,6584.3,6543.55,6577.4,6566.825000000001
111,0.5,0.4838709677419355,6584.7,6634.2,6558.6,6600.65,6594.5375
112,0.5,0.5161290322580645,6598.25,6636.3,6555.15,6627.0,6604.174999999999
113,0.5,0.5483870967741935,6657.55,6711.95,6639.15,6680.8,6672.3625
114,0.5,0.5806451612903226,6698.65,6753.9,6697.7,6746.85,6724.275
115,0.5,0.6129032258064516,6770.35,6803.8,6768.1,6785.1,6781.8375
116,0.5,0.7096774193548387,6813.35,6896.95,6813.35,6889.7,6853.337500000001
117,0.5,0.7419354838709677,6909.3,6930.15,6877.5,6912.45,6907.35
118,0.5,0.7741935483870968,6926.9,6938.25,6871.65,6887.8,6906.15
119,0.5,0.8064516129032258,6871.35,6930.9,6870.35,6917.55,6897.537499999999
120,0.5,0.8387096774193549,6913.25,6924.15,6873.1,6908.85,6904.8375
121,0.5,0.9354838709677419,6792.9,6848.95,6752.75,6843.95,6809.6375
122,0.5,0.967741935483871,6844.2,6900.05,6843.35,6897.2,6871.2
123,0.5833333333333334,0.03225806451612903,6908.6,6987.7,6908.6,6972.3,6944.3
124,0.5833333333333334,0.06451612903225806,6992.55,7010.2,6974.35,6983.35,6990.112499999999
125,0.5833333333333334,0.0967741935483871,6984.65,7028.15,6984.6,7003.95,7000.337500000001
126,0.5833333333333334,0.1935483870967742,6922.9,7048.35,6922.9,7043.4,6984.387500000001
127,0.5833333333333334,0.22580645161290322,7052.65,7081.95,7025.2,7051.05,7052.7125
128,0.5833333333333334,0.25806451612903225,6993.65,7020.0,6919.6,6939.7,6968.2375
129,0.5833333333333334,0.2903225806451613,6947.7,6973.5,6910.2,6915.35,6936.6875
130,0.5833333333333334,0.3225806451612903,6948.9,6958.3,6906.6,6935.55,6937.337500000001
131,0.5833333333333334,0.41935483870967744,6964.15,7021.85,6940.25,7016.55,6985.7
132,0.5833333333333334,0.45161290322580644,7030.65,7042.4,7002.0,7020.25,7023.825
133,0.5833333333333334,0.4838709677419355,7030.85,7075.25,7030.85,7065.65,7050.65
134,0.5833333333333334,0.5161290322580645,7086.0,7142.2,7086.0,7136.8,7112.75
135,0.5833333333333334,0.5483870967741935,7154.25,7166.95,7132.6,7148.05,7150.462500000001
136,0.5833333333333334,0.6451612903225806,7161.5,7161.5,7121.15,7148.5,7148.1625
137,0.5833333333333334,0.6774193548387096,7151.65,7167.25,7060.55,7070.3,7112.4375
138,0.5833333333333334,0.7096774193548387,7058.6,7154.35,7051.25,7149.45,7103.4125
139,0.5833333333333334,0.7419354838709677,7164.4,7172.7,7120.0,7129.35,7146.612499999999
140,0.5833333333333334,0.7741935483870968,7131.0,7131.9,7068.6,7074.95,7101.6125
141,0.5833333333333334,0.8709677419354839,7055.7,7055.7,6950.8,6955.35,7004.387500000001
142,0.5833333333333334,0.9032258064516129,6968.15,6983.7,6930.0,6935.65,6954.375
143,0.5833333333333334,0.9354838709677419,6960.15,6977.55,6944.45,6974.15,6964.075000000001
144,0.5833333333333334,0.967741935483871,7008.75,7046.15,7006.55,7019.6,7020.262500000001
145,0.5833333333333334,1.0,7045.7,7117.2,7045.7,7106.2,7078.7
146,0.6666666666666666,0.0967741935483871,7099.75,7146.9,7099.75,7129.0,7118.85
147,0.6666666666666666,0.12903225806451613,7150.2,7154.05,7074.75,7136.3,7128.825
148,0.6666666666666666,0.16129032258064516,7166.75,7207.95,7166.75,7186.25,7181.925
149,0.6666666666666666,0.1935483870967742,7203.3,7214.3,7174.35,7202.0,7198.4875
150,0.6666666666666666,0.22580645161290322,7200.2,7213.0,7175.0,7183.85,7193.012500000001
151,0.6666666666666666,0.3225806451612903,7197.3,7233.75,7138.35,7157.55,7181.7375
152,0.6666666666666666,0.3548387096774194,7179.2,7179.2,7079.15,7101.1,7134.6625
153,0.6666666666666666,0.3870967741935484,7086.75,7086.75,6979.6,6986.45,7034.8875
154,0.6666666666666666,0.41935483870967744,7017.85,7059.15,6964.85,6976.6,7004.612499999999
155,0.6666666666666666,0.45161290322580644,7015.8,7120.0,7001.15,7112.5,7062.362499999999
156,0.6666666666666666,0.5483870967741935,7125.5,7125.5,7048.45,7098.7,7099.5375
157,0.6666666666666666,0.5806451612903226,7126.35,7147.95,7076.5,7106.4,7114.299999999999
158,0.6666666666666666,0.6129032258064516,7108.3,7148.95,7079.55,7125.85,7115.6625
159,0.6666666666666666,0.6451612903225806,7111.85,7130.3,7010.7,7016.95,7067.450000000001
160,0.6666666666666666,0.6774193548387096,6955.9,6973.9,6889.0,6961.0,6944.95
161,0.6666666666666666,0.7741935483870968,6753.45,6753.45,6468.05,6493.85,6617.200000000001
162,0.6666666666666666,0.8064516129032258,6567.55,6601.3,6352.9,6569.85,6522.9
163,0.6666666666666666,0.8387096774193549,6560.15,6621.3,6487.0,6513.35,6545.450000000001
164,0.6666666666666666,0.8709677419354839,6622.45,6667.05,6583.1,6657.25,6632.4625
165,0.6666666666666666,0.9032258064516129,6738.8,6772.75,6666.65,6694.45,6718.162499999999
166,0.6666666666666666,1.0,6700.1,6730.05,6649.65,6669.35,6687.2875
167,0.75,0.03225806451612903,6617.0,6642.4,6490.2,6522.25,6567.9625
168,0.75,0.06451612903225806,6577.65,6577.65,6464.5,6475.65,6523.862499999999
169,0.75,0.0967741935483871,6523.45,6580.75,6515.45,6560.05,6544.925
170,0.75,0.12903225806451613,6548.45,6548.45,6392.85,6421.05,6477.7
171,0.75,0.22580645161290322,6444.8,6458.6,6316.7,6323.4,6385.875
172,0.75,0.25806451612903225,6344.85,6436.1,6286.7,6407.0,6368.6625
173,0.75,0.2903225806451613,6501.75,6545.0,6480.9,6522.3,6512.4875
174,0.75,0.3225806451612903,6447.4,6526.0,6403.95,6504.5,6470.4625
175,0.75,0.3548387096774194,6544.7,6566.25,6491.65,6511.55,6528.537499999999
176,0.75,0.45161290322580644,6536.2,6586.65,6504.4,6582.7,6552.4875
177,0.75,0.4838709677419355,6583.65,6595.3,6523.85,6543.25,6561.512500000001
178,0.75,0.5161290322580645,6589.7,6590.15,6549.2,6571.6,6575.1625
179,0.75,0.5806451612903226,6628.15,6694.6,6626.25,6636.95,6646.4875
180,0.75,0.6774193548387096,6586.8,6654.5,6586.15,6647.15,6618.65
181,0.75,0.7096774193548387,6680.3,6686.6,6512.8,6528.55,6602.0625
182,0.75,0.7419354838709677,6468.15,6576.6,6457.25,6553.9,6513.975
183,0.75,0.7741935483870968,6553.5,6592.55,6529.4,6573.9,6562.3375
184,0.75,0.9032258064516129,6595.35,6595.35,6519.35,6524.25,6558.575000000001
185,0.75,0.9354838709677419,6465.1,6605.9,6434.5,6552.35,6514.4625
186,0.75,0.967741935483871,6614.0,6651.65,6585.9,6646.1,6624.4125
187,0.8333333333333334,0.03225806451612903,6685.65,6694.1,6640.8,6654.5,6668.7625
188,0.8333333333333334,0.16129032258064516,6700.8,6794.35,6700.8,6789.1,6746.262500000001
189,0.8333333333333334,0.1935483870967742,6835.95,6835.95,6778.85,6818.65,6817.35
190,0.8333333333333334,0.22580645161290322,6817.65,6845.2,6807.6,6835.8,6826.562499999999
191,0.8333333333333334,0.25806451612903225,6850.4,6850.4,6776.1,6793.8,6817.675
192,0.8333333333333334,0.2903225806451613,6840.1,6869.7,6795.7,6829.4,6833.725
193,0.8333333333333334,0.3870967741935484,6861.4,6868.4,6788.9,6802.3,6830.249999999999
194,0.8333333333333334,0.41935483870967744,6794.55,6809.9,6762.5,6797.55,6791.125
195,0.8333333333333334,0.45161290322580644,6782.5,6810.45,6780.7,6786.05,6789.925
196,0.8333333333333334,0.4838709677419355,6810.75,6842.4,6810.75,6834.05,6824.4875
197,0.8333333333333334,0.5161290322580645,6850.55,6874.9,6813.25,6870.85,6852.387500000001
198,0.8333333333333334,0.6129032258064516,6891.05,6911.5,6876.0,6907.7,6896.5625
199,0.8333333333333334,0.6451612903225806,6916.95,6931.8,6881.75,6907.1,6909.4
200,0.8333333333333334,0.6774193548387096,6908.8,6931.95,6867.4,6895.75,6900.975
201,0.8333333333333334,0.7419354838709677,6944.1,6952.0,6904.85,6913.05,6928.5
202,0.8333333333333334,0.8387096774193549,6943.55,6943.55,6875.65,6882.6,6911.3375
203,0.8333333333333334,0.8709677419354839,6863.0,6874.4,6855.6,6870.35,6865.8375
204,0.8333333333333334,0.9032258064516129,6843.55,6859.6,6798.15,6828.15,6832.362500000001
205,0.8333333333333334,0.9354838709677419,6833.1,6833.1,6777.65,6784.85,6807.174999999999
206,0.8333333333333334,0.967741935483871,6796.05,6815.8,6733.85,6750.95,6774.1625
207,0.9166666666666666,0.06451612903225806,6747.4,6747.65,6695.4,6740.9,6732.8375
208,0.9166666666666666,0.0967741935483871,6771.95,6781.6,6733.5,6755.15,6760.549999999999
209,0.9166666666666666,0.12903225806451613,6790.1,6796.35,6733.55,6741.2,6765.3
210,0.9166666666666666,0.16129032258064516,6734.8,6734.8,6654.1,6661.7,6696.35
211,0.9166666666666666,0.1935483870967742,6663.4,6693.0,6629.15,6650.1,6658.9125
212,0.9166666666666666,0.2903225806451613,6516.2,6657.4,6500.95,6641.4,6578.987499999999
213,0.9166666666666666,0.3225806451612903,6618.0,6624.7,6528.95,6536.45,6577.025000000001
214,0.9166666666666666,0.3548387096774194,6585.65,6589.5,6581.85,6585.15,6585.5375
215,0.9166666666666666,0.41935483870967744,6540.25,6540.5,6500.75,6526.6,6527.025
216,0.9166666666666666,0.5161290322580645,6506.6,6573.5,6487.45,6551.45,6529.75
217,0.9166666666666666,0.5483870967741935,6586.4,6595.3,6547.7,6580.8,6577.55
218,0.9166666666666666,0.5806451612903226,6574.8,6591.6,6502.65,6507.55,6544.150000000001
219,0.9166666666666666,0.6129032258064516,6551.35,6601.9,6537.6,6594.55,6571.349999999999
220,0.9166666666666666,0.6451612903225806,6599.0,6649.75,6586.7,6615.65,6612.775
221,0.9166666666666666,0.7419354838709677,6630.3,6639.4,6599.45,6615.5,6621.1625
222,0.9166666666666666,0.7741935483870968,6610.15,6636.25,6602.0,6609.1,6614.375
223,0.9166666666666666,0.8387096774193549,6618.5,6653.95,6618.5,6644.9,6633.9625
224,0.9166666666666666,0.8709677419354839,6667.9,6696.85,6646.45,6686.9,6674.525
225,0.9166666666666666,0.967741935483871,6686.55,6706.85,6679.45,6686.1,6689.737500000001
226,1.0,0.03225806451612903,6707.55,6721.15,6694.7,6712.5,6708.975
227,1.0,0.06451612903225806,6731.35,6731.35,6680.6,6699.8,6710.775000000001
228,1.0,0.0967741935483871,6680.0,6685.8,6641.55,6649.5,6664.2125
229,1.0,0.12903225806451613,6612.8,6618.1,6581.9,6584.9,6599.425000000001
230,1.0,0.22580645161290322,6615.25,6622.5,6566.0,6576.85,6595.15
231,1.0,0.25806451612903225,6556.6,6582.9,6504.6,6515.15,6539.8125
232,1.0,0.2903225806451613,6510.0,6511.95,6420.95,6425.35,6467.0625
233,1.0,0.3225806451612903,6451.7,6488.45,6420.85,6484.25,6461.3125
234,1.0,0.3548387096774194,6499.3,6499.3,6399.95,6425.45,6456.0
235,1.0,0.45161290322580644,6389.7,6467.2,6386.45,6457.6,6425.237499999999
236,1.0,0.4838709677419355,6467.1,6504.3,6446.85,6501.75,6480.0
237,1.0,0.5161290322580645,6524.9,6562.75,6518.2,6535.45,6535.325
238,1.0,0.5483870967741935,6565.6,6626.6,6538.2,6621.75,6588.0375
239,1.0,0.5806451612903226,6611.35,6620.85,6565.55,6570.8,6592.1375
240,1.0,0.6774193548387096,6563.65,6630.7,6562.0,6628.05,6596.099999999999
241,1.0,0.7096774193548387,6629.75,6644.8,6590.8,6595.85,6615.299999999999
242,1.0,0.7419354838709677,6630.3,6656.45,6630.3,6652.75,6642.45
243,1.0,0.7741935483870968,6672.6,6672.6,6637.4,6656.75,6659.8375
244,1.0,0.9032258064516129,6663.45,6707.25,6663.45,6700.7,6683.712500000001
245,1.0,0.9354838709677419,6707.65,6717.25,6685.45,6705.25,6703.9
246,1.0,0.967741935483871,6715.8,6718.3,6681.0,6685.45,6700.1375
247,1.0,1.0,6690.65,6727.75,6687.45,6724.75,6707.65
248,0.08333333333333333,0.03225806451612903,6723.1,6758.55,6707.45,6753.65,6735.6875
249,0.08333333333333333,0.12903225806451613,6729.5,6748.4,6622.5,6630.8,6682.8
250,0.08333333333333333,0.16129032258064516,6659.85,6664.1,6614.95,6639.5,6644.6
251,0.08333333333333333,0.1935483870967742,6645.05,6660.3,6593.05,6607.65,6626.512500000001
252,0.08333333333333333,0.22580645161290322,6550.4,6550.4,6437.9,6446.85,6496.387499999999
253,0.08333333333333333,0.25806451612903225,6483.95,6512.35,6466.7,6490.85,6488.4625
254,0.08333333333333333,0.3548387096774194,6434.0,6485.05,6395.65,6451.85,6441.637499999999
255,0.08333333333333333,0.3870967741935484,6471.0,6471.1,6391.8,6405.45,6434.837500000001
256,0.08333333333333333,0.41935483870967744,6445.65,6467.0,6294.3,6415.95,6405.725
257,0.08333333333333333,0.45161290322580644,6334.8,6433.95,6304.1,6378.2,6362.7625
258,0.08333333333333333,0.4838709677419355,6400.9,6403.05,6257.25,6262.4,6330.9
259,0.08333333333333333,0.5806451612903226,6247.2,6273.2,6139.7,6149.15,6202.3125
260,0.08333333333333333,0.6129032258064516,6172.45,6243.1,6156.05,6225.2,6199.2
261,0.08333333333333333,0.6451612903225806,6163.2,6163.2,6055.3,6115.75,6124.3625
262,0.08333333333333333,0.6774193548387096,6171.2,6196.3,6067.3,6092.05,6131.7125
263,0.08333333333333333,0.7096774193548387,6157.7,6222.75,6137.45,6216.7,6183.650000000001
264,0.08333333333333333,0.8064516129032258,6259.8,6275.5,6226.4,6234.45,6249.037499999999
265,0.08333333333333333,0.8709677419354839,6263.25,6271.7,6221.5,6242.4,6249.7125
266,0.08333333333333333,0.9032258064516129,6235.05,6261.85,6224.8,6230.0,6237.925
267,0.08333333333333333,0.9354838709677419,6228.05,6346.2,6228.05,6339.45,6285.4375
268,0.16666666666666666,0.03225806451612903,6367.35,6374.55,6330.8,6341.6,6353.575000000001
269,0.16666666666666666,0.06451612903225806,6351.6,6359.15,6235.15,6252.2,6299.525000000001
270,0.16666666666666666,0.0967741935483871,6198.55,6209.95,6159.25,6166.2,6183.4875
271,0.16666666666666666,0.12903225806451613,6213.25,6236.85,6154.05,6186.25,6197.6
272,0.16666666666666666,0.16129032258064516,6201.45,6280.15,6191.3,6270.5,6235.849999999999
273,0.16666666666666666,0.25806451612903225,6277.75,6302.2,6195.6,6209.8,6246.337500000001
274,0.16666666666666666,0.2903225806451613,6146.0,6154.8,6112.1,6125.6,6134.625
275,0.16666666666666666,0.3225806451612903,6100.8,6102.7,6022.2,6051.95,6069.4125
276,0.16666666666666666,0.3548387096774194,6042.4,6042.4,5831.1,5843.2,5939.775000000001
277,0.16666666666666666,0.3870967741935484,5878.8,5878.8,5722.8,5833.4,5828.450000000001
278,0.16666666666666666,0.4838709677419355,5903.8,6013.55,5903.8,5999.05,5955.05
279,0.16666666666666666,0.5161290322580645,6028.05,6028.05,5882.85,5889.1,5957.012500000001
280,0.16666666666666666,0.5483870967741935,5897.9,5940.95,5801.05,5930.15,5892.512499999999
281,0.16666666666666666,0.5806451612903226,5986.85,6016.8,5937.45,5988.8,5982.475
282,0.16666666666666666,0.6129032258064516,5973.35,6009.05,5955.5,6000.4,5984.575000000001
283,0.16666666666666666,0.7096774193548387,6007.15,6034.65,6000.3,6024.15,6016.5625
284,0.16666666666666666,0.7419354838709677,6031.6,6031.6,5923.75,5930.9,5979.4625
285,0.16666666666666666,0.7741935483870968,5906.5,5911.95,5853.35,5859.75,5882.887500000001
286,0.16666666666666666,0.8064516129032258,5871.5,5871.5,5810.65,5816.5,5842.5375
287,0.16666666666666666,0.8387096774193549,5870.55,5878.9,5818.5,5852.9,5855.2125
288,0.16666666666666666,0.9354838709677419,5869.85,5897.95,5717.0,5829.95,5828.6875
289,0.25,0.03225806451612903,5866.65,6027.45,5866.65,6020.05,5945.2
290,0.25,0.06451612903225806,6095.3,6151.05,6094.05,6137.15,6119.387500000001
291,0.25,0.0967741935483871,6183.9,6223.0,6162.35,6218.4,6196.9125
292,0.25,0.12903225806451613,6242.6,6249.85,6200.45,6239.35,6233.0625
293,0.25,0.25806451612903225,6242.4,6278.4,6209.25,6243.65,6243.424999999999
294,0.25,0.2903225806451613,6208.2,6279.5,6193.45,6275.1,6239.0625
295,0.25,0.3225806451612903,6289.1,6289.1,6217.55,6242.95,6259.675
296,0.25,0.3548387096774194,6242.6,6287.9,6223.2,6258.45,6253.0375
297,0.25,0.45161290322580644,6287.3,6317.5,6263.05,6282.7,6287.6375
298,0.25,0.4838709677419355,6282.7,6282.7,6214.7,6222.65,6250.6875
299,0.25,0.5161290322580645,6221.1,6244.5,6166.95,6238.45,6217.75
300,0.25,0.5483870967741935,6287.05,6307.8,6233.9,6255.75,6271.125
301,0.25,0.5806451612903226,6273.0,6325.9,6254.95,6322.65,6294.125
302,0.25,0.6774193548387096,6336.7,6411.8,6336.7,6406.7,6372.975
303,0.25,0.7096774193548387,6406.8,6426.3,6363.45,6418.3,6403.7125
304,0.25,0.7419354838709677,6421.2,6430.0,6389.5,6423.7,6416.1
305,0.25,0.9032258064516129,6441.0,6441.2,6318.6,6334.7,6383.875000000001
306,0.25,0.9354838709677419,6329.2,6359.3,6302.05,6323.0,6328.3875
307,0.25,0.967741935483871,6366.05,6440.8,6366.05,6436.7,6402.400000000001
308,0.25,1.0,6437.1,6468.05,6420.2,6452.15,6444.375
309,0.3333333333333333,0.03225806451612903,6438.4,6462.6,6409.8,6445.5,6439.075
310,0.3333333333333333,0.12903225806451613,6465.95,6482.5,6439.65,6479.6,6466.924999999999
311,0.3333333333333333,0.16129032258064516,6462.9,6462.9,6350.2,6358.35,6408.5875
312,0.3333333333333333,0.1935483870967742,6381.95,6383.25,6352.1,6378.0,6373.825000000001
